algorithm,instance,instance_index,seed,operator_type,operator_name,selection_count,selection_share,improvement_count,improvement_probability,acceptance_rate,mean_delta,mean_improving_delta
ALNS-B,Example1,1,1,destroy,destroy_worst_workers_10pct,6,0.0759493670886076,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,1,repair,repair_chuffed_long,8,0.10126582278481013,2,0.25,0.25,-0.5,-2.0
ALNS-B,Example1,1,1,destroy,destroy_streak_around_worst_worker,18,0.22784810126582278,4,0.2222222222222222,0.2222222222222222,0.6666666666666666,-1.75
ALNS-B,Example1,1,1,repair,repair_gecode_fast,24,0.3037974683544304,3,0.125,0.125,0.25,-1.3333333333333333
ALNS-B,Example1,1,1,destroy,destroy_all_forbidden_sequences,22,0.27848101265822783,2,0.09090909090909091,0.09090909090909091,-0.13636363636363635,-1.5
ALNS-B,Example1,1,1,destroy,destroy_max_border_off,3,0.0379746835443038,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,1,destroy,destroy_max_border_shift_1,3,0.0379746835443038,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,1,destroy,destroy_max_border_work,4,0.05063291139240506,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,1,destroy,destroy_max_border_shift_2,4,0.05063291139240506,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,1,destroy,destroy_worst_days_10pct,5,0.06329113924050633,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,1,destroy,destroy_exploration,12,0.1518987341772152,1,0.08333333333333333,0.08333333333333333,-0.08333333333333333,-1.0
ALNS-B,Example1,1,1,repair,repair_exploration,12,0.1518987341772152,1,0.08333333333333333,0.08333333333333333,-0.08333333333333333,-1.0
ALNS-B,Example1,1,1,repair,repair_gecode_long,11,0.13924050632911392,0,0.0,0.0,0.8181818181818182,nan
ALNS-B,Example1,1,2,destroy,destroy_worst_workers_10pct,9,0.10714285714285714,0,0.0,0.1111111111111111,0.0,nan
ALNS-B,Example1,1,2,repair,repair_gecode_long,9,0.10714285714285714,0,0.0,0.2222222222222222,0.0,nan
ALNS-B,Example1,1,2,destroy,destroy_all_forbidden_sequences,11,0.13095238095238096,0,0.0,0.0,1.7272727272727273,nan
ALNS-B,Example1,1,2,repair,repair_chuffed_fast,27,0.32142857142857145,1,0.037037037037037035,0.1111111111111111,4.7407407407407405,-3.0
ALNS-B,Example1,1,2,destroy,destroy_max_border_shift_3,8,0.09523809523809523,0,0.0,0.125,0.0,nan
ALNS-B,Example1,1,2,repair,repair_chuffed_long,13,0.15476190476190477,1,0.07692307692307693,0.15384615384615385,1.5384615384615385,-1.0
ALNS-B,Example1,1,2,destroy,destroy_max_border_shift_2,5,0.05952380952380952,0,0.0,0.6,0.0,nan
ALNS-B,Example1,1,2,destroy,destroy_max_border_shift_1,3,0.03571428571428571,0,0.0,0.3333333333333333,0.0,nan
ALNS-B,Example1,1,2,repair,repair_gecode_fast,23,0.27380952380952384,1,0.043478260869565216,0.08695652173913043,8.0,-9.0
ALNS-B,Example1,1,2,destroy,destroy_worst_days_30pct,1,0.011904761904761904,0,0.0,0.0,11.0,nan
ALNS-B,Example1,1,2,destroy,destroy_random_days_20pct,1,0.011904761904761904,1,1.0,1.0,-9.0,-9.0
ALNS-B,Example1,1,2,destroy,destroy_worst_days_10pct,12,0.14285714285714285,1,0.08333333333333333,0.08333333333333333,-0.25,-3.0
ALNS-B,Example1,1,2,destroy,destroy_streak_around_worst_worker,18,0.21428571428571427,1,0.05555555555555555,0.05555555555555555,17.444444444444443,-1.0
ALNS-B,Example1,1,2,destroy,destroy_max_border_work,4,0.047619047619047616,0,0.0,0.0,0.0,nan
ALNS-B,Example1,1,2,destroy,destroy_exploration,12,0.14285714285714285,3,0.25,0.25,-0.4166666666666667,-1.6666666666666667
ALNS-B,Example1,1,2,repair,repair_exploration,12,0.14285714285714285,3,0.25,0.25,-0.4166666666666667,-1.6666666666666667
ALNS-B,Example2,2,0,destroy,destroy_streak_around_worst_worker,2,0.2857142857142857,1,0.5,1.0,-5.0,-5.0
ALNS-B,Example2,2,0,repair,repair_chuffed_long,2,0.2857142857142857,1,0.5,1.0,-1.0,-1.0
ALNS-B,Example2,2,0,destroy,destroy_worst_days_30pct,1,0.14285714285714285,1,1.0,1.0,-1.0,-1.0
ALNS-B,Example2,2,0,destroy,destroy_max_border_off,1,0.14285714285714285,1,1.0,1.0,-13.0,-13.0
ALNS-B,Example2,2,0,repair,repair_chuffed_fast,3,0.42857142857142855,3,1.0,1.0,-12.333333333333334,-12.333333333333334
ALNS-B,Example2,2,0,destroy,destroy_worst_workers_10pct,1,0.14285714285714285,1,1.0,1.0,-8.0,-8.0
ALNS-B,Example2,2,0,destroy,destroy_random_window_20pct,1,0.14285714285714285,1,1.0,1.0,-18.0,-18.0
ALNS-B,Example2,2,0,repair,repair_gecode_fast,2,0.2857142857142857,2,1.0,1.0,-11.5,-11.5
ALNS-B,Example2,2,0,destroy,destroy_worst_workers_30pct,1,0.14285714285714285,1,1.0,1.0,-16.0,-16.0
ALNS-B,Example2,2,1,destroy,destroy_random_window_20pct,2,0.16666666666666666,1,0.5,1.0,-2.0,-2.0
ALNS-B,Example2,2,1,repair,repair_chuffed_fast,7,0.5833333333333334,5,0.7142857142857143,0.8571428571428571,-1.6666666666666667,-5.8
ALNS-B,Example2,2,1,destroy,destroy_random_workers_20pct,2,0.16666666666666666,2,1.0,1.0,-12.0,-12.0
ALNS-B,Example2,2,1,destroy,destroy_streak_around_worst_worker,3,0.25,3,1.0,1.0,-6.333333333333333,-6.333333333333333
ALNS-B,Example2,2,1,repair,repair_chuffed_long,2,0.16666666666666666,1,0.5,0.5,13.0,-10.0
ALNS-B,Example2,2,1,destroy,destroy_worst_days_30pct,2,0.16666666666666666,0,0.0,0.0,27.5,nan
ALNS-B,Example2,2,1,repair,repair_gecode_fast,2,0.16666666666666666,2,1.0,1.0,-9.5,-9.5
ALNS-B,Example2,2,1,destroy,destroy_worst_workers_30pct,2,0.16666666666666666,2,1.0,1.0,-9.0,-9.0
ALNS-B,Example2,2,1,repair,repair_gecode_long,1,0.08333333333333333,1,1.0,1.0,-6.0,-6.0
ALNS-B,Example2,2,1,destroy,destroy_worst_days_10pct,1,0.08333333333333333,1,1.0,1.0,-1.0,-1.0
ALNS-B,Example2,2,2,destroy,destroy_worst_workers_10pct,5,0.0625,0,0.0,0.2,0.0,nan
ALNS-B,Example2,2,2,repair,repair_gecode_long,8,0.1,2,0.25,0.375,-1.8571428571428572,-6.5
ALNS-B,Example2,2,2,destroy,destroy_all_forbidden_sequences,6,0.075,1,0.16666666666666666,0.16666666666666666,-1.0,-6.0
ALNS-B,Example2,2,2,repair,repair_chuffed_fast,30,0.375,2,0.06666666666666667,0.1,4.933333333333334,-4.0
ALNS-B,Example2,2,2,destroy,destroy_random_workers_20pct,1,0.0125,1,1.0,1.0,-10.0,-10.0
ALNS-B,Example2,2,2,destroy,destroy_random_window_20pct,3,0.0375,2,0.6666666666666666,1.0,-7.0,-10.5
ALNS-B,Example2,2,2,repair,repair_gecode_fast,21,0.2625,4,0.19047619047619047,0.19047619047619047,0.047619047619047616,-8.75
ALNS-B,Example2,2,2,destroy,destroy_worst_workers_30pct,1,0.0125,1,1.0,1.0,-11.0,-11.0
ALNS-B,Example2,2,2,destroy,destroy_max_border_off,5,0.0625,1,0.2,0.2,-0.8,-4.0
ALNS-B,Example2,2,2,destroy,destroy_worst_days_10pct,18,0.225,1,0.05555555555555555,0.05555555555555555,-0.05555555555555555,-1.0
ALNS-B,Example2,2,2,destroy,destroy_max_border_shift_2,2,0.025,0,0.0,0.0,0.0,nan
ALNS-B,Example2,2,2,destroy,destroy_max_border_work,4,0.05,0,0.0,0.0,0.0,nan
ALNS-B,Example2,2,2,destroy,destroy_streak_around_worst_worker,20,0.25,2,0.1,0.1,12.75,-2.0
ALNS-B,Example2,2,2,repair,repair_chuffed_long,13,0.1625,1,0.07692307692307693,0.07692307692307693,5.076923076923077,-1.0
ALNS-B,Example2,2,2,destroy,destroy_exploration,8,0.1,3,0.375,0.375,-0.625,-1.6666666666666667
ALNS-B,Example2,2,2,repair,repair_exploration,8,0.1,3,0.375,0.375,-0.625,-1.6666666666666667
ALNS-B,Example2,2,2,destroy,destroy_max_border_shift_3,5,0.0625,0,0.0,0.0,0.0,nan
ALNS-B,Example2,2,2,destroy,destroy_max_border_shift_1,2,0.025,0,0.0,0.0,0.0,nan
ALNS-B,Example3,3,0,destroy,destroy_max_border_off,1,0.07142857142857142,0,0.0,1.0,nan,nan
ALNS-B,Example3,3,0,repair,repair_chuffed_long,2,0.14285714285714285,0,0.0,0.5,15.0,nan
ALNS-B,Example3,3,0,destroy,destroy_random_window_20pct,4,0.2857142857142857,1,0.25,0.25,19.0,-121.0
ALNS-B,Example3,3,0,repair,repair_gecode_fast,2,0.14285714285714285,1,0.5,0.5,-54.5,-121.0
ALNS-B,Example3,3,0,destroy,destroy_streak_around_worst_worker,1,0.07142857142857142,0,0.0,0.0,37.0,nan
ALNS-B,Example3,3,0,repair,repair_gecode_long,3,0.21428571428571427,0,0.0,0.0,18.666666666666668,nan
ALNS-B,Example3,3,0,destroy,destroy_random_workers_20pct,4,0.2857142857142857,0,0.0,0.0,15.25,nan
ALNS-B,Example3,3,0,repair,repair_chuffed_fast,5,0.35714285714285715,0,0.0,0.0,55.6,nan
ALNS-B,Example3,3,0,destroy,destroy_worst_workers_30pct,1,0.07142857142857142,0,0.0,0.0,50.0,nan
ALNS-B,Example3,3,0,destroy,destroy_all_forbidden_sequences,1,0.07142857142857142,0,0.0,0.0,16.0,nan
ALNS-B,Example3,3,0,destroy,destroy_exploration,2,0.14285714285714285,0,0.0,0.0,25.5,nan
ALNS-B,Example3,3,0,repair,repair_exploration,2,0.14285714285714285,0,0.0,0.0,25.5,nan
ALNS-B,Example3,3,1,destroy,destroy_max_border_off,3,0.1875,2,0.6666666666666666,1.0,-25.0,-25.0
ALNS-B,Example3,3,1,repair,repair_chuffed_fast,7,0.4375,3,0.42857142857142855,0.5714285714285714,-8.5,-45.333333333333336
ALNS-B,Example3,3,1,destroy,destroy_worst_workers_30pct,2,0.125,1,0.5,0.5,-22.0,-86.0
ALNS-B,Example3,3,1,destroy,destroy_streak_around_worst_worker,1,0.0625,0,0.0,0.0,40.0,nan
ALNS-B,Example3,3,1,destroy,destroy_random_window_20pct,4,0.25,0,0.0,0.0,25.75,nan
ALNS-B,Example3,3,1,repair,repair_gecode_fast,3,0.1875,0,0.0,0.3333333333333333,14.333333333333334,nan
ALNS-B,Example3,3,1,destroy,destroy_all_forbidden_sequences,1,0.0625,0,0.0,1.0,0.0,nan
ALNS-B,Example3,3,1,repair,repair_gecode_long,1,0.0625,0,0.0,0.0,42.0,nan
ALNS-B,Example3,3,1,destroy,destroy_random_workers_20pct,3,0.1875,0,0.0,0.0,16.333333333333332,nan
ALNS-B,Example3,3,1,repair,repair_chuffed_long,3,0.1875,0,0.0,0.0,21.333333333333332,nan
ALNS-B,Example3,3,1,destroy,destroy_exploration,2,0.125,1,0.5,0.5,2.5,-1.0
ALNS-B,Example3,3,1,repair,repair_exploration,2,0.125,1,0.5,0.5,2.5,-1.0
ALNS-B,Example3,3,2,destroy,destroy_worst_workers_10pct,2,0.05263157894736842,0,0.0,0.5,0.0,nan
ALNS-B,Example3,3,2,repair,repair_gecode_long,4,0.10526315789473684,0,0.0,0.25,16.666666666666668,nan
ALNS-B,Example3,3,2,destroy,destroy_max_border_off,7,0.18421052631578946,1,0.14285714285714285,0.2857142857142857,-0.14285714285714285,-1.0
ALNS-B,Example3,3,2,repair,repair_chuffed_fast,13,0.34210526315789475,3,0.23076923076923078,0.38461538461538464,9.692307692307692,-1.0
ALNS-B,Example3,3,2,destroy,destroy_all_forbidden_sequences,4,0.10526315789473684,2,0.5,0.75,-31.25,-62.5
ALNS-B,Example3,3,2,repair,repair_gecode_fast,18,0.47368421052631576,6,0.3333333333333333,0.3888888888888889,0.7777777777777778,-24.666666666666668
ALNS-B,Example3,3,2,destroy,destroy_random_window_20pct,6,0.15789473684210525,3,0.5,0.6666666666666666,5.166666666666667,-3.0
ALNS-B,Example3,3,2,destroy,destroy_random_workers_20pct,1,0.02631578947368421,0,0.0,0.0,20.0,nan
ALNS-B,Example3,3,2,destroy,destroy_streak_around_worst_worker,6,0.15789473684210525,1,0.16666666666666666,0.16666666666666666,36.5,-14.0
ALNS-B,Example3,3,2,destroy,destroy_worst_workers_30pct,2,0.05263157894736842,0,0.0,0.0,44.0,nan
ALNS-B,Example3,3,2,destroy,destroy_max_border_shift_1,1,0.02631578947368421,0,0.0,0.0,0.0,nan
ALNS-B,Example3,3,2,repair,repair_chuffed_long,2,0.05263157894736842,0,0.0,0.0,20.0,nan
ALNS-B,Example3,3,2,destroy,destroy_worst_days_10pct,5,0.13157894736842105,2,0.4,0.4,-0.4,-1.0
ALNS-B,Example3,3,2,destroy,destroy_max_border_shift_2,1,0.02631578947368421,0,0.0,0.0,0.0,nan
ALNS-B,Example3,3,2,destroy,destroy_max_border_shift_3,1,0.02631578947368421,0,0.0,0.0,0.0,nan
ALNS-B,Example3,3,2,destroy,destroy_max_border_work,1,0.02631578947368421,0,0.0,0.0,0.0,nan
ALNS-B,Example3,3,2,destroy,destroy_exploration,1,0.02631578947368421,0,0.0,0.0,63.0,nan
ALNS-B,Example3,3,2,repair,repair_exploration,1,0.02631578947368421,0,0.0,0.0,63.0,nan
ALNS-B,Example4,4,0,destroy,destroy_streak_around_worst_worker,11,0.19298245614035087,0,0.0,0.09090909090909091,32.9,nan
ALNS-B,Example4,4,0,repair,repair_chuffed_long,11,0.19298245614035087,2,0.18181818181818182,0.2727272727272727,2.0,-1.0
ALNS-B,Example4,4,0,destroy,destroy_random_window_20pct,1,0.017543859649122806,1,1.0,1.0,-2.0,-2.0
ALNS-B,Example4,4,0,repair,repair_gecode_fast,15,0.2631578947368421,2,0.13333333333333333,0.13333333333333333,4.666666666666667,-1.5
ALNS-B,Example4,4,0,destroy,destroy_all_forbidden_sequences,6,0.10526315789473684,1,0.16666666666666666,0.16666666666666666,-1.0,-6.0
ALNS-B,Example4,4,0,repair,repair_gecode_long,12,0.21052631578947367,2,0.16666666666666666,0.16666666666666666,1.6666666666666667,-3.5
ALNS-B,Example4,4,0,repair,repair_chuffed_fast,13,0.22807017543859648,1,0.07692307692307693,0.07692307692307693,15.76923076923077,-2.0
ALNS-B,Example4,4,0,destroy,destroy_max_border_work,5,0.08771929824561403,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,0,destroy,destroy_worst_workers_10pct,7,0.12280701754385964,2,0.2857142857142857,0.2857142857142857,-0.2857142857142857,-1.0
ALNS-B,Example4,4,0,destroy,destroy_worst_days_10pct,14,0.24561403508771928,3,0.21428571428571427,0.21428571428571427,-0.2857142857142857,-1.3333333333333333
ALNS-B,Example4,4,0,destroy,destroy_max_border_shift_3,5,0.08771929824561403,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,0,destroy,destroy_max_border_shift_2,1,0.017543859649122806,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,0,destroy,destroy_exploration,6,0.10526315789473684,2,0.3333333333333333,0.3333333333333333,-0.5,-1.5
ALNS-B,Example4,4,0,repair,repair_exploration,6,0.10526315789473684,2,0.3333333333333333,0.3333333333333333,-0.5,-1.5
ALNS-B,Example4,4,0,destroy,destroy_max_border_off,1,0.017543859649122806,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,destroy,destroy_random_window_20pct,1,0.01694915254237288,0,0.0,1.0,nan,nan
ALNS-B,Example4,4,1,repair,repair_chuffed_fast,21,0.3559322033898305,1,0.047619047619047616,0.09523809523809523,6.25,-1.0
ALNS-B,Example4,4,1,destroy,destroy_worst_workers_30pct,1,0.01694915254237288,0,0.0,1.0,3.0,nan
ALNS-B,Example4,4,1,repair,repair_gecode_fast,14,0.23728813559322035,2,0.14285714285714285,0.21428571428571427,6.142857142857143,-4.0
ALNS-B,Example4,4,1,destroy,destroy_max_border_off,4,0.06779661016949153,1,0.25,0.25,-3.5,-14.0
ALNS-B,Example4,4,1,repair,repair_chuffed_long,14,0.23728813559322035,2,0.14285714285714285,0.14285714285714285,3.857142857142857,-7.5
ALNS-B,Example4,4,1,destroy,destroy_streak_around_worst_worker,12,0.2033898305084746,0,0.0,0.0,30.75,nan
ALNS-B,Example4,4,1,destroy,destroy_all_forbidden_sequences,9,0.15254237288135594,1,0.1111111111111111,0.1111111111111111,-0.5555555555555556,-5.0
ALNS-B,Example4,4,1,destroy,destroy_worst_workers_10pct,5,0.0847457627118644,1,0.2,0.2,-0.6,-3.0
ALNS-B,Example4,4,1,destroy,destroy_max_border_shift_2,4,0.06779661016949153,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,destroy,destroy_max_border_shift_1,4,0.06779661016949153,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,destroy,destroy_worst_days_10pct,8,0.13559322033898305,2,0.25,0.25,-0.25,-1.0
ALNS-B,Example4,4,1,destroy,destroy_max_border_work,2,0.03389830508474576,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,destroy,destroy_max_border_shift_3,1,0.01694915254237288,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,destroy,destroy_exploration,8,0.13559322033898305,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,repair,repair_exploration,8,0.13559322033898305,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,1,repair,repair_gecode_long,2,0.03389830508474576,0,0.0,0.0,41.5,nan
ALNS-B,Example4,4,2,destroy,destroy_worst_workers_10pct,11,0.1527777777777778,0,0.0,0.09090909090909091,0.0,nan
ALNS-B,Example4,4,2,repair,repair_gecode_long,11,0.1527777777777778,0,0.0,0.09090909090909091,0.4,nan
ALNS-B,Example4,4,2,destroy,destroy_all_forbidden_sequences,7,0.09722222222222222,1,0.14285714285714285,0.14285714285714285,-1.5714285714285714,-11.0
ALNS-B,Example4,4,2,repair,repair_chuffed_fast,21,0.2916666666666667,2,0.09523809523809523,0.09523809523809523,1.4285714285714286,-6.0
ALNS-B,Example4,4,2,destroy,destroy_streak_around_worst_worker,12,0.16666666666666666,0,0.0,0.0,28.5,nan
ALNS-B,Example4,4,2,repair,repair_gecode_fast,18,0.25,1,0.05555555555555555,0.05555555555555555,7.277777777777778,-1.0
ALNS-B,Example4,4,2,destroy,destroy_max_border_shift_2,2,0.027777777777777776,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,2,destroy,destroy_max_border_off,4,0.05555555555555555,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,2,destroy,destroy_worst_days_10pct,17,0.2361111111111111,3,0.17647058823529413,0.17647058823529413,-0.17647058823529413,-1.0
ALNS-B,Example4,4,2,destroy,destroy_max_border_work,5,0.06944444444444445,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,2,repair,repair_chuffed_long,12,0.16666666666666666,1,0.08333333333333333,0.08333333333333333,13.583333333333334,-1.0
ALNS-B,Example4,4,2,destroy,destroy_max_border_shift_3,3,0.041666666666666664,0,0.0,0.0,0.0,nan
ALNS-B,Example4,4,2,destroy,destroy_exploration,10,0.1388888888888889,1,0.1,0.1,-0.1,-1.0
ALNS-B,Example4,4,2,repair,repair_exploration,10,0.1388888888888889,1,0.1,0.1,-0.1,-1.0
ALNS-B,Example4,4,2,destroy,destroy_max_border_shift_1,1,0.013888888888888888,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,0,destroy,destroy_streak_around_worst_worker,14,0.32558139534883723,3,0.21428571428571427,0.2857142857142857,18.692307692307693,-2.0
ALNS-B,Example5,5,0,repair,repair_chuffed_long,7,0.16279069767441862,2,0.2857142857142857,0.42857142857142855,10.166666666666666,-2.5
ALNS-B,Example5,5,0,destroy,destroy_worst_days_10pct,5,0.11627906976744186,3,0.6,0.6,-4.2,-7.0
ALNS-B,Example5,5,0,repair,repair_chuffed_fast,16,0.37209302325581395,4,0.25,0.25,8.125,-5.75
ALNS-B,Example5,5,0,destroy,destroy_random_window_20pct,3,0.06976744186046512,2,0.6666666666666666,0.6666666666666666,2.0,-2.5
ALNS-B,Example5,5,0,destroy,destroy_worst_workers_30pct,2,0.046511627906976744,0,0.0,0.0,11.5,nan
ALNS-B,Example5,5,0,destroy,destroy_worst_days_30pct,3,0.06976744186046512,0,0.0,0.0,30.333333333333332,nan
ALNS-B,Example5,5,0,repair,repair_gecode_fast,17,0.3953488372093023,5,0.29411764705882354,0.29411764705882354,10.0,-2.0
ALNS-B,Example5,5,0,destroy,destroy_random_workers_20pct,4,0.09302325581395349,2,0.5,0.5,1.0,-2.0
ALNS-B,Example5,5,0,destroy,destroy_random_days_20pct,1,0.023255813953488372,0,0.0,0.0,17.0,nan
ALNS-B,Example5,5,0,destroy,destroy_all_forbidden_sequences,4,0.09302325581395349,1,0.25,0.25,-0.5,-2.0
ALNS-B,Example5,5,0,destroy,destroy_max_border_shift_1,3,0.06976744186046512,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,0,repair,repair_gecode_long,3,0.06976744186046512,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-1.0
ALNS-B,Example5,5,0,destroy,destroy_max_border_work,1,0.023255813953488372,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,0,destroy,destroy_worst_workers_10pct,3,0.06976744186046512,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-1.0
ALNS-B,Example5,5,1,destroy,destroy_random_window_20pct,1,0.01694915254237288,0,0.0,1.0,nan,nan
ALNS-B,Example5,5,1,repair,repair_chuffed_fast,24,0.4067796610169492,4,0.16666666666666666,0.20833333333333334,2.260869565217391,-2.75
ALNS-B,Example5,5,1,destroy,destroy_worst_workers_30pct,1,0.01694915254237288,1,1.0,1.0,-10.0,-10.0
ALNS-B,Example5,5,1,repair,repair_gecode_fast,21,0.3559322033898305,3,0.14285714285714285,0.14285714285714285,8.666666666666666,-5.333333333333333
ALNS-B,Example5,5,1,destroy,destroy_worst_days_10pct,15,0.2542372881355932,3,0.2,0.2,-0.6666666666666666,-3.3333333333333335
ALNS-B,Example5,5,1,destroy,destroy_worst_workers_10pct,7,0.11864406779661017,2,0.2857142857142857,0.2857142857142857,-0.7142857142857143,-2.5
ALNS-B,Example5,5,1,destroy,destroy_streak_around_worst_worker,15,0.2542372881355932,1,0.06666666666666667,0.06666666666666667,18.733333333333334,-2.0
ALNS-B,Example5,5,1,destroy,destroy_all_forbidden_sequences,8,0.13559322033898305,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,1,repair,repair_chuffed_long,3,0.05084745762711865,0,0.0,0.0,7.333333333333333,nan
ALNS-B,Example5,5,1,destroy,destroy_max_border_work,1,0.01694915254237288,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,1,destroy,destroy_max_border_shift_2,2,0.03389830508474576,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,1,repair,repair_gecode_long,3,0.05084745762711865,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,1,destroy,destroy_max_border_shift_3,1,0.01694915254237288,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,1,destroy,destroy_exploration,8,0.13559322033898305,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,1,repair,repair_exploration,8,0.13559322033898305,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,2,destroy,destroy_worst_workers_10pct,8,0.21621621621621623,1,0.125,0.25,-0.2857142857142857,-2.0
ALNS-B,Example5,5,2,repair,repair_gecode_long,11,0.2972972972972973,4,0.36363636363636365,0.45454545454545453,2.1,-2.5
ALNS-B,Example5,5,2,destroy,destroy_max_border_off,4,0.10810810810810811,1,0.25,0.5,-0.75,-3.0
ALNS-B,Example5,5,2,repair,repair_chuffed_fast,11,0.2972972972972973,0,0.0,0.09090909090909091,8.818181818181818,nan
ALNS-B,Example5,5,2,destroy,destroy_all_forbidden_sequences,6,0.16216216216216217,1,0.16666666666666666,0.16666666666666666,-1.8333333333333333,-11.0
ALNS-B,Example5,5,2,repair,repair_gecode_fast,11,0.2972972972972973,5,0.45454545454545453,0.45454545454545453,-2.0,-5.4
ALNS-B,Example5,5,2,destroy,destroy_streak_around_worst_worker,8,0.21621621621621623,3,0.375,0.375,17.125,-3.3333333333333335
ALNS-B,Example5,5,2,destroy,destroy_random_workers_20pct,2,0.05405405405405406,1,0.5,0.5,1.0,-3.0
ALNS-B,Example5,5,2,destroy,destroy_random_window_20pct,4,0.10810810810810811,2,0.5,0.5,5.25,-4.0
ALNS-B,Example5,5,2,destroy,destroy_worst_days_10pct,2,0.05405405405405406,0,0.0,0.0,0.0,nan
ALNS-B,Example5,5,2,repair,repair_chuffed_long,2,0.05405405405405406,0,0.0,0.0,24.0,nan
ALNS-B,Example5,5,2,destroy,destroy_exploration,2,0.05405405405405406,1,0.5,0.5,-0.5,-1.0
ALNS-B,Example5,5,2,repair,repair_exploration,2,0.05405405405405406,1,0.5,0.5,-0.5,-1.0
ALNS-B,Example5,5,2,destroy,destroy_max_border_shift_3,1,0.02702702702702703,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,destroy,destroy_streak_around_worst_worker,19,0.27941176470588236,4,0.21052631578947367,0.2631578947368421,4.333333333333333,-1.75
ALNS-B,Example6,6,0,repair,repair_chuffed_long,12,0.17647058823529413,0,0.0,0.08333333333333333,1.6363636363636365,nan
ALNS-B,Example6,6,0,destroy,destroy_random_days_20pct,1,0.014705882352941176,1,1.0,1.0,-2.0,-2.0
ALNS-B,Example6,6,0,repair,repair_gecode_fast,23,0.3382352941176471,6,0.2608695652173913,0.2608695652173913,0.13043478260869565,-2.0
ALNS-B,Example6,6,0,destroy,destroy_random_window_20pct,1,0.014705882352941176,1,1.0,1.0,-3.0,-3.0
ALNS-B,Example6,6,0,destroy,destroy_all_forbidden_sequences,11,0.16176470588235295,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,repair,repair_gecode_long,10,0.14705882352941177,0,0.0,0.0,2.3,nan
ALNS-B,Example6,6,0,destroy,destroy_worst_days_10pct,8,0.11764705882352941,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,destroy,destroy_max_border_shift_3,5,0.07352941176470588,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,repair,repair_chuffed_fast,13,0.19117647058823528,0,0.0,0.0,2.230769230769231,nan
ALNS-B,Example6,6,0,destroy,destroy_worst_workers_10pct,3,0.04411764705882353,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,destroy,destroy_exploration,10,0.14705882352941177,3,0.3,0.3,-0.6,-2.0
ALNS-B,Example6,6,0,repair,repair_exploration,10,0.14705882352941177,3,0.3,0.3,-0.6,-2.0
ALNS-B,Example6,6,0,destroy,destroy_max_border_work,7,0.10294117647058823,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,destroy,destroy_max_border_off,2,0.029411764705882353,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,0,destroy,destroy_max_border_shift_1,1,0.014705882352941176,0,0.0,0.0,0.0,nan
ALNS-B,Example6,6,1,destroy,destroy_random_window_20pct,1,0.008264462809917356,0,0.0,1.0,nan,nan
ALNS-B,Example6,6,1,repair,repair_chuffed_fast,40,0.3305785123966942,4,0.1,0.125,0.28205128205128205,-1.5
ALNS-B,Example6,6,1,destroy,destroy_random_workers_20pct,1,0.008264462809917356,1,1.0,1.0,-3.0,-3.0
ALNS-B,Example6,6,1,destroy,destroy_streak_around_worst_worker,23,0.19008264462809918,2,0.08695652173913043,0.08695652173913043,1.0434782608695652,-3.5
ALNS-B,Example6,6,1,repair,repair_chuffed_long,17,0.14049586776859505,1,0.058823529411764705,0.058823529411764705,-0.11764705882352941,-2.0
